NODE_20_length_5681_cov_14.309914_g6_i1,tr|H2ED63|H2ED63_9VIRU Putative serine_threonine protein kinase receptor OS=Moumouvirus Monve OX=1128131 GN=mv_L131 PE=4 SV=1,30.9,288,155,11,5440,4592,1363,1611,1.22e-23,116
NODE_20_length_5681_cov_14.309914_g6_i1,tr|A0A2P1EMR8|A0A2P1EMR8_9VIRU Putative serine/threonine protein kinase receptor OS=Moumouvirus australiensis OX=2109587 GN=mc_775 PE=4 SV=1,33.8,198,117,5,5440,4862,1364,1552,2.73e-23,115
NODE_25_length_5377_cov_12.118024_g15_i0,tr|B9F769|B9F769_ORYSJ Protein kinase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10239 PE=3 SV=1,37.9,214,128,5,3592,2957,160,370,7.53e-29,128
NODE_25_length_5377_cov_12.118024_g15_i0,tr|A0A1S5V1Y4|A0A1S5V1Y4_9VIRU Protein tyrosine kinase (PTK) family protein OS=Saudi moumouvirus OX=1956188 PE=4 SV=1,28.9,218,130,6,3592,2942,1418,1611,4.09e-15,88.6
NODE_25_length_5377_cov_12.118024_g15_i0,tr|H2ED63|H2ED63_9VIRU Putative serine_threonine protein kinase receptor OS=Moumouvirus Monve OX=1128131 GN=mv_L131 PE=4 SV=1,28.9,218,130,6,3592,2942,1418,1611,4.09e-15,88.6
NODE_25_length_5377_cov_12.118024_g15_i0,tr|L7RGQ5|L7RGQ5_9VIRU Protein Tyrosine Kinase (PTK) family protein OS=Acanthamoeba polyphaga moumouvirus OX=1269028 GN=Moumou_00787 PE=4 SV=1,28.4,218,131,6,3592,2942,1374,1567,1.56e-14,86.7
NODE_25_length_5377_cov_12.118024_g15_i0,tr|A0A1M7XTW9|A0A1M7XTW9_9VIRU 5'nucleotidase/apyrase OS=Cedratvirus A11 OX=1903266 GN=BQ3484_73 PE=4 SV=1,29.6,179,99,6,1079,549,1196,1349,1.46e-10,73.6
NODE_29_length_5285_cov_19.575019_g18_i0,tr|A0A9C7C7W2|A0A9C7C7W2_9VIRU Bax inhibitor 1-like protein OS=Litopenaeus vannamei majanivirus Nimav-1_LVa OX=2984273 PE=4 SV=1,52.6,57,27,0,4873,5043,179,235,5.77e-09,65.9
NODE_30_length_5275_cov_18.383699_g18_i1,tr|A0A9C7C7W2|A0A9C7C7W2_9VIRU Bax inhibitor 1-like protein OS=Litopenaeus vannamei majanivirus Nimav-1_LVa OX=2984273 PE=4 SV=1,52.6,57,27,0,413,243,179,235,5.75e-09,65.9
NODE_34_length_5161_cov_14.808766_g19_i0,tr|A0A6B9XL24|A0A6B9XL24_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 4 OX=2704413 PE=4 SV=1,26.6,425,276,10,1939,3204,72,463,1.22e-31,137
NODE_34_length_5161_cov_14.808766_g19_i0,tr|A0A6F8X1J2|A0A6F8X1J2_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 2 OX=159183 PE=4 SV=1,27.7,339,232,6,1990,3003,92,418,8.50e-27,122
NODE_34_length_5161_cov_14.808766_g19_i0,tr|Q678G0|Q678G0_9VIRU RNA-dependent DNA polymerase OS=lymphocystis disease virus-China OX=256729 PE=4 SV=1,27.7,339,232,6,1990,3003,92,418,8.50e-27,122
NODE_34_length_5161_cov_14.808766_g19_i0,tr|A0A1B2RW25|A0A1B2RW25_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 3 OX=2560566 GN=LCDVSa111L PE=4 SV=1,24.7,344,246,6,1981,3003,89,422,7.36e-22,107
NODE_35_length_5104_cov_52.981316_g20_i0,tr|A0A146JFA3|A0A146JFA3_9VIRU Serine/threonine protein kinase OS=Tokyovirus A1 OX=1826170 PE=4 SV=1,29.0,272,161,8,4187,3372,1214,1453,8.58e-21,107
NODE_35_length_5104_cov_52.981316_g20_i0,tr|A0A3Q8U8V6|A0A3Q8U8V6_9VIRU Serine/threonine-protein kinase OS=Megavirus baoshan OX=2496520 GN=Mb0220 PE=4 SV=1,31.1,212,132,8,4208,3597,782,987,9.93e-16,90.5
NODE_35_length_5104_cov_52.981316_g20_i0,tr|A0A1M7XUH0|A0A1M7XUH0_9VIRU Putative serine/threonine-protein kinase/receptor OS=Cedratvirus A11 OX=1903266 GN=BQ3484_265 PE=4 SV=1,34.1,208,122,8,4187,3582,791,989,1.29e-15,90.1
NODE_35_length_5104_cov_52.981316_g20_i0,tr|A0A6G8MZ99|A0A6G8MZ99_9VIRU Serine/Threonine-protein kinase with PBP type 2 domain OS=Cedratvirus kamchatka OX=2716914 GN=ck314 PE=4 SV=1,33.3,207,123,8,4187,3585,785,982,1.12e-14,87.0
NODE_35_length_5104_cov_52.981316_g20_i0,tr|A0A2R8FF19|A0A2R8FF19_9VIRU Serine/Threonine-protein kinase OS=Brazilian cedratvirus IHUMI OX=2126980 GN=BRZCDTV_413 PE=4 SV=1,30.6,281,163,11,4187,3363,782,1036,1.12e-14,87.0
NODE_41_length_4949_cov_12.783634_g15_i1,tr|B9F769|B9F769_ORYSJ Protein kinase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10239 PE=3 SV=1,37.4,318,182,7,1052,1993,66,370,1.71e-46,180
NODE_41_length_4949_cov_12.783634_g15_i1,tr|A0A1S5V1Y4|A0A1S5V1Y4_9VIRU Protein tyrosine kinase (PTK) family protein OS=Saudi moumouvirus OX=1956188 PE=4 SV=1,27.6,283,167,8,1169,2008,1364,1611,2.92e-21,108
NODE_41_length_4949_cov_12.783634_g15_i1,tr|H2ED63|H2ED63_9VIRU Putative serine_threonine protein kinase receptor OS=Moumouvirus Monve OX=1128131 GN=mv_L131 PE=4 SV=1,27.6,283,167,8,1169,2008,1364,1611,2.92e-21,108
NODE_41_length_4949_cov_12.783634_g15_i1,tr|L7RGQ5|L7RGQ5_9VIRU Protein Tyrosine Kinase (PTK) family protein OS=Acanthamoeba polyphaga moumouvirus OX=1269028 GN=Moumou_00787 PE=4 SV=1,27.2,283,168,8,1169,2008,1320,1567,1.46e-20,106
NODE_41_length_4949_cov_12.783634_g15_i1,tr|A0A3G4ZW58|A0A3G4ZW58_9VIRU Serine/threonine protein kinase OS=Faunusvirus sp OX=2487766 GN=Faunusvirus3_17 PE=4 SV=1,28.2,209,131,6,1142,1765,6,196,2.29e-12,77.4
NODE_45_length_4782_cov_17.226800_g28_i0,tr|A0A6B9XL24|A0A6B9XL24_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 4 OX=2704413 PE=4 SV=1,25.7,276,180,8,1969,2781,186,441,1.07e-07,63.2
NODE_45_length_4782_cov_17.226800_g28_i0,tr|A0A1B2RW25|A0A1B2RW25_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 3 OX=2560566 GN=LCDVSa111L PE=4 SV=1,21.5,303,222,5,1876,2781,160,447,3.90e-06,58.2
NODE_49_length_4729_cov_60.097079_g20_i1,tr|A0A146JFA3|A0A146JFA3_9VIRU Serine/threonine protein kinase OS=Tokyovirus A1 OX=1826170 PE=4 SV=1,29.0,272,161,8,918,1733,1214,1453,7.71e-21,107
NODE_49_length_4729_cov_60.097079_g20_i1,tr|A0A3Q8U8V6|A0A3Q8U8V6_9VIRU Serine/threonine-protein kinase OS=Megavirus baoshan OX=2496520 GN=Mb0220 PE=4 SV=1,31.1,212,132,8,897,1508,782,987,8.98e-16,90.5
NODE_49_length_4729_cov_60.097079_g20_i1,tr|A0A1M7XUH0|A0A1M7XUH0_9VIRU Putative serine/threonine-protein kinase/receptor OS=Cedratvirus A11 OX=1903266 GN=BQ3484_265 PE=4 SV=1,34.1,208,122,8,918,1523,791,989,1.17e-15,90.1
NODE_49_length_4729_cov_60.097079_g20_i1,tr|A0A6G8MZ99|A0A6G8MZ99_9VIRU Serine/Threonine-protein kinase with PBP type 2 domain OS=Cedratvirus kamchatka OX=2716914 GN=ck314 PE=4 SV=1,33.3,207,123,8,918,1520,785,982,1.01e-14,87.0
NODE_49_length_4729_cov_60.097079_g20_i1,tr|A0A2R8FF19|A0A2R8FF19_9VIRU Serine/Threonine-protein kinase OS=Brazilian cedratvirus IHUMI OX=2126980 GN=BRZCDTV_413 PE=4 SV=1,30.6,281,163,11,918,1742,782,1036,1.01e-14,87.0
NODE_50_length_4700_cov_9.449535_g31_i0,tr|A0A6B9XL24|A0A6B9XL24_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 4 OX=2704413 PE=4 SV=1,28.6,343,226,6,1630,2643,89,417,5.61e-33,141
NODE_50_length_4700_cov_9.449535_g31_i0,tr|A0A1B2RW25|A0A1B2RW25_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 3 OX=2560566 GN=LCDVSa111L PE=4 SV=1,28.2,291,199,4,1774,2643,141,422,1.46e-25,119
NODE_50_length_4700_cov_9.449535_g31_i0,tr|A0A4D6QRV9|A0A4D6QRV9_9VIRU Reverse transcriptase domain-containing protein (Fragment) OS=Erythrocytic necrosis virus OX=1543320 PE=2 SV=1,27.8,241,165,3,1582,2289,20,256,4.70e-21,100
NODE_50_length_4700_cov_9.449535_g31_i0,tr|A0A4D6QI49|A0A4D6QI49_9VIRU Putative RNA-dependent DNA polymerase (Fragment) OS=Erythrocytic necrosis virus OX=1543320 PE=2 SV=1,31.9,116,74,2,1951,2298,11,121,4.32e-08,59.3
NODE_50_length_4700_cov_9.449535_g31_i0,tr|A0A4D6QIB6|A0A4D6QIB6_9VIRU Reverse transcriptase domain-containing protein (Fragment) OS=Erythrocytic necrosis virus OX=1543320 PE=2 SV=1,43.1,51,29,0,1951,2103,17,67,7.12e-06,51.2
NODE_55_length_4586_cov_27.156659_g36_i0,tr|V9H131|V9H131_9VIRU Env homologue OS=Cladosporium fulvum T-1 virus OX=2052899 PE=4 SV=1,33.7,92,50,3,1000,728,33,114,3.01e-04,49.3
NODE_56_length_4578_cov_8.661043_g37_i0,tr|A0A3G4ZK00|A0A3G4ZK00_9VIRU Plasma membrane ATPase OS=Terrestrivirus sp OX=2487775 GN=Terrestrivirus1_20 PE=3 SV=1,49.5,93,46,1,4422,4147,174,266,1.68e-16,92.4
NODE_56_length_4578_cov_8.661043_g37_i0,tr|A0AAD1VGI9|A0AAD1VGI9_9CAUD Magnesium-transporting ATPase, P-type 1 OS=Acinetobacter phage MD-2021a OX=2899278 GN=mgtA_2 PE=3 SV=1,39.8,98,46,1,4422,4168,200,297,6.77e-12,77.4
NODE_56_length_4578_cov_8.661043_g37_i0,tr|A0AAD1QQF1|A0AAD1QQF1_9CAUD DNA-directed DNA polymerase OS=Acinetobacter phage MD-2021a OX=2899278 GN=dinP PE=3 SV=1,38.1,105,63,1,692,384,96,200,3.43e-11,73.2
NODE_56_length_4578_cov_8.661043_g37_i0,tr|A0A8G2CJ03|A0A8G2CJ03_ACIRU H+-transporting ATPase OS=Acidiphilium rubrum OX=526 GN=SAMN05421828_10239 PE=4 SV=1,42.5,80,45,1,4422,4183,123,201,1.86e-09,69.3
NODE_56_length_4578_cov_8.661043_g37_i0,tr|A0A125V6Y3|A0A125V6Y3_9CAUD P-type Ca(2+) transporter OS=Peptoclostridium phage phiCDIF1296T OX=1677909 GN=CDIF1296T_01717 PE=4 SV=1,32.2,115,53,2,4422,4153,139,253,5.33e-04,51.6
NODE_57_length_4561_cov_19.348708_g18_i2,tr|A0A9C7C7W2|A0A9C7C7W2_9VIRU Bax inhibitor 1-like protein OS=Litopenaeus vannamei majanivirus Nimav-1_LVa OX=2984273 PE=4 SV=1,52.6,57,27,0,413,243,179,235,4.88e-09,65.9
NODE_58_length_4504_cov_19.073798_g18_i3,tr|A0A9C7C7W2|A0A9C7C7W2_9VIRU Bax inhibitor 1-like protein OS=Litopenaeus vannamei majanivirus Nimav-1_LVa OX=2984273 PE=4 SV=1,52.6,57,27,0,4092,4262,179,235,4.81e-09,65.9
NODE_62_length_4453_cov_11.894521_g39_i0,tr|A0A6B9XL24|A0A6B9XL24_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 4 OX=2704413 PE=4 SV=1,23.5,378,261,11,2961,1867,90,452,9.85e-17,91.7
NODE_62_length_4453_cov_11.894521_g39_i0,tr|A0A1B2RW25|A0A1B2RW25_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 3 OX=2560566 GN=LCDVSa111L PE=4 SV=1,24.5,335,226,11,2850,1888,130,451,2.04e-13,81.3
NODE_62_length_4453_cov_11.894521_g39_i0,tr|A0A6F8X1J2|A0A6F8X1J2_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 2 OX=159183 PE=4 SV=1,22.3,391,267,13,2988,1867,84,454,1.41e-08,65.9
NODE_62_length_4453_cov_11.894521_g39_i0,tr|Q678G0|Q678G0_9VIRU RNA-dependent DNA polymerase OS=lymphocystis disease virus-China OX=256729 PE=4 SV=1,22.3,391,267,13,2988,1867,84,454,1.41e-08,65.9
NODE_66_length_4293_cov_5.621090_g43_i0,tr|A0A6F8X1J2|A0A6F8X1J2_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 2 OX=159183 PE=4 SV=1,30.4,349,216,9,3314,2292,121,450,6.91e-26,119
NODE_66_length_4293_cov_5.621090_g43_i0,tr|Q678G0|Q678G0_9VIRU RNA-dependent DNA polymerase OS=lymphocystis disease virus-China OX=256729 PE=4 SV=1,30.4,349,216,9,3314,2292,121,450,6.91e-26,119
NODE_66_length_4293_cov_5.621090_g43_i0,tr|A0A1B2RW25|A0A1B2RW25_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 3 OX=2560566 GN=LCDVSa111L PE=4 SV=1,29.1,392,264,7,3419,2250,89,468,3.11e-25,117
NODE_66_length_4293_cov_5.621090_g43_i0,tr|A0A6B9XL24|A0A6B9XL24_9VIRU RNA-dependent DNA polymerase OS=Lymphocystis disease virus 4 OX=2704413 PE=4 SV=1,28.7,341,228,6,3419,2409,86,415,9.61e-25,116
NODE_66_length_4293_cov_5.621090_g43_i0,tr|A0A4D6QRV9|A0A4D6QRV9_9VIRU Reverse transcriptase domain-containing protein (Fragment) OS=Erythrocytic necrosis virus OX=1543320 PE=2 SV=1,28.3,233,157,5,3407,2727,37,265,5.71e-13,77.0
NODE_68_length_4242_cov_8.828256_g44_i0,tr|B9F769|B9F769_ORYSJ Protein kinase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10239 PE=3 SV=1,33.8,293,182,3,2819,3685,86,370,1.52e-40,162
NODE_68_length_4242_cov_8.828256_g44_i0,tr|A0A650DC05|A0A650DC05_9VIRU Serine/threonine protein kinase OS=Moumouvirus maliensis OX=2682469 GN=Mm_708 PE=4 SV=1,29.9,281,167,9,2879,3715,1364,1616,1.04e-21,109
NODE_68_length_4242_cov_8.828256_g44_i0,tr|M1PCM5|M1PCM5_9VIRU Tyrosine kinase family protein OS=Moumouvirus goulette OX=1247379 GN=glt_00951 PE=4 SV=1,34.3,213,128,5,2825,3457,1337,1539,2.32e-21,108
NODE_68_length_4242_cov_8.828256_g44_i0,tr|A0A1S5V1Y4|A0A1S5V1Y4_9VIRU Protein tyrosine kinase (PTK) family protein OS=Saudi moumouvirus OX=1956188 PE=4 SV=1,29.7,279,167,8,2879,3709,1363,1614,6.89e-21,107
NODE_68_length_4242_cov_8.828256_g44_i0,tr|H2ED63|H2ED63_9VIRU Putative serine_threonine protein kinase receptor OS=Moumouvirus Monve OX=1128131 GN=mv_L131 PE=4 SV=1,29.7,279,167,8,2879,3709,1363,1614,6.89e-21,107
NODE_70_length_4216_cov_61.449674_g20_i2,tr|A0A146JFA3|A0A146JFA3_9VIRU Serine/threonine protein kinase OS=Tokyovirus A1 OX=1826170 PE=4 SV=1,29.0,272,161,8,3299,2484,1214,1453,6.52e-21,107
NODE_70_length_4216_cov_61.449674_g20_i2,tr|A0A3Q8U8V6|A0A3Q8U8V6_9VIRU Serine/threonine-protein kinase OS=Megavirus baoshan OX=2496520 GN=Mb0220 PE=4 SV=1,31.1,212,132,8,3320,2709,782,987,7.69e-16,90.5
NODE_70_length_4216_cov_61.449674_g20_i2,tr|A0A1M7XUH0|A0A1M7XUH0_9VIRU Putative serine/threonine-protein kinase/receptor OS=Cedratvirus A11 OX=1903266 GN=BQ3484_265 PE=4 SV=1,34.1,208,122,8,3299,2694,791,989,1.00e-15,90.1
NODE_70_length_4216_cov_61.449674_g20_i2,tr|A0A6G8MZ99|A0A6G8MZ99_9VIRU Serine/Threonine-protein kinase with PBP type 2 domain OS=Cedratvirus kamchatka OX=2716914 GN=ck314 PE=4 SV=1,33.3,207,123,8,3299,2697,785,982,8.68e-15,87.0
NODE_70_length_4216_cov_61.449674_g20_i2,tr|A0A2R8FF19|A0A2R8FF19_9VIRU Serine/Threonine-protein kinase OS=Brazilian cedratvirus IHUMI OX=2126980 GN=BRZCDTV_413 PE=4 SV=1,30.6,281,163,11,3299,2475,782,1036,8.69e-15,87.0
NODE_77_length_4138_cov_20.376876_g18_i4,tr|A0A9C7C7W2|A0A9C7C7W2_9VIRU Bax inhibitor 1-like protein OS=Litopenaeus vannamei majanivirus Nimav-1_LVa OX=2984273 PE=4 SV=1,52.6,57,27,0,413,243,179,235,4.36e-09,65.9
NODE_79_length_4088_cov_83.377086_g20_i3,tr|A0A146JFA3|A0A146JFA3_9VIRU Serine/threonine protein kinase OS=Tokyovirus A1 OX=1826170 PE=4 SV=1,29.0,272,161,8,1835,2650,1214,1453,6.23e-21,107
NODE_79_length_4088_cov_83.377086_g20_i3,tr|A0A3Q8U8V6|A0A3Q8U8V6_9VIRU Serine/threonine-protein kinase OS=Megavirus baoshan OX=2496520 GN=Mb0220 PE=4 SV=1,31.1,212,132,8,1814,2425,782,987,7.37e-16,90.5
NODE_79_length_4088_cov_83.377086_g20_i3,tr|A0A1M7XUH0|A0A1M7XUH0_9VIRU Putative serine/threonine-protein kinase/receptor OS=Cedratvirus A11 OX=1903266 GN=BQ3484_265 PE=4 SV=1,34.1,208,122,8,1835,2440,791,989,9.59e-16,90.1
NODE_79_length_4088_cov_83.377086_g20_i3,tr|A0A6G8MZ99|A0A6G8MZ99_9VIRU Serine/Threonine-protein kinase with PBP type 2 domain OS=Cedratvirus kamchatka OX=2716914 GN=ck314 PE=4 SV=1,33.3,207,123,8,1835,2437,785,982,8.32e-15,87.0
NODE_79_length_4088_cov_83.377086_g20_i3,tr|A0A2R8FF19|A0A2R8FF19_9VIRU Serine/Threonine-protein kinase OS=Brazilian cedratvirus IHUMI OX=2126980 GN=BRZCDTV_413 PE=4 SV=1,30.6,281,163,11,1835,2659,782,1036,8.34e-15,87.0
NODE_80_length_4088_cov_76.443337_g20_i4,tr|A0A146JFA3|A0A146JFA3_9VIRU Serine/threonine protein kinase OS=Tokyovirus A1 OX=1826170 PE=4 SV=1,29.0,272,161,8,2254,1439,1214,1453,6.23e-21,107
NODE_80_length_4088_cov_76.443337_g20_i4,tr|A0A3Q8U8V6|A0A3Q8U8V6_9VIRU Serine/threonine-protein kinase OS=Megavirus baoshan OX=2496520 GN=Mb0220 PE=4 SV=1,31.1,212,132,8,2275,1664,782,987,7.37e-16,90.5
NODE_80_length_4088_cov_76.443337_g20_i4,tr|A0A1M7XUH0|A0A1M7XUH0_9VIRU Putative serine/threonine-protein kinase/receptor OS=Cedratvirus A11 OX=1903266 GN=BQ3484_265 PE=4 SV=1,34.1,208,122,8,2254,1649,791,989,9.59e-16,90.1
NODE_80_length_4088_cov_76.443337_g20_i4,tr|A0A6G8MZ99|A0A6G8MZ99_9VIRU Serine/Threonine-protein kinase with PBP type 2 domain OS=Cedratvirus kamchatka OX=2716914 GN=ck314 PE=4 SV=1,33.3,207,123,8,2254,1652,785,982,8.32e-15,87.0
NODE_80_length_4088_cov_76.443337_g20_i4,tr|A0A2R8FF19|A0A2R8FF19_9VIRU Serine/Threonine-protein kinase OS=Brazilian cedratvirus IHUMI OX=2126980 GN=BRZCDTV_413 PE=4 SV=1,30.6,281,163,11,2254,1430,782,1036,8.34e-15,87.0
NODE_84_length_4047_cov_29.035984_g52_i0,tr|A0A3G5A0L4|A0A3G5A0L4_9VIRU Puromycin sensitive aminopeptidase OS=Harvfovirus sp OX=2487768 GN=Harvfovirus4_34 PE=3 SV=1,43.0,379,170,7,3975,2848,63,398,2.03e-85,298
NODE_84_length_4047_cov_29.035984_g52_i0,tr|A0A3G5ABQ4|A0A3G5ABQ4_9VIRU Aminopeptidase 1 OS=Hyperionvirus sp OX=2487770 GN=Hyperionvirus15_52 PE=3 SV=1,41.1,404,182,9,4047,2848,45,396,6.11e-81,291
NODE_84_length_4047_cov_29.035984_g52_i0,tr|A0A3G4ZVQ6|A0A3G4ZVQ6_9VIRU Uncharacterized protein (Fragment) OS=Edafosvirus sp OX=2487765 GN=Edafosvirus65_1 PE=3 SV=1,37.0,405,205,7,4047,2848,45,404,4.54e-78,272
NODE_84_length_4047_cov_29.035984_g52_i0,tr|A0A3G4ZPI8|A0A3G4ZPI8_9VIRU Aminopeptidase OS=Terrestrivirus sp OX=2487775 GN=Terrestrivirus2_31 PE=3 SV=1,40.2,388,176,7,3963,2848,72,419,1.23e-76,279
NODE_84_length_4047_cov_29.035984_g52_i0,tr|A0A3G5AAU4|A0A3G5AAU4_9VIRU Aminopeptidase N OS=Hyperionvirus sp OX=2487770 GN=Hyperionvirus10_50 PE=3 SV=1,42.1,375,168,7,3966,2845,67,393,6.49e-76,276
NODE_89_length_3989_cov_16.162411_g56_i0,tr|A0A482IF30|A0A482IF30_9CAUD TIR domain-containing protein OS=Klebsiella phage ST405-OXA48phi1.3 OX=2510485 PE=4 SV=1,28.0,107,75,2,3425,3108,155,260,4.42e-05,53.5
NODE_92_length_3950_cov_66.840083_g20_i5,tr|A0A146JFA3|A0A146JFA3_9VIRU Serine/threonine protein kinase OS=Tokyovirus A1 OX=1826170 PE=4 SV=1,29.0,272,161,8,918,1733,1214,1453,5.91e-21,107
NODE_92_length_3950_cov_66.840083_g20_i5,tr|A0A3Q8U8V6|A0A3Q8U8V6_9VIRU Serine/threonine-protein kinase OS=Megavirus baoshan OX=2496520 GN=Mb0220 PE=4 SV=1,31.1,212,132,8,897,1508,782,987,7.02e-16,90.5
NODE_92_length_3950_cov_66.840083_g20_i5,tr|A0A1M7XUH0|A0A1M7XUH0_9VIRU Putative serine/threonine-protein kinase/receptor OS=Cedratvirus A11 OX=1903266 GN=BQ3484_265 PE=4 SV=1,34.1,208,122,8,918,1523,791,989,9.14e-16,90.1
NODE_92_length_3950_cov_66.840083_g20_i5,tr|A0A6G8MZ99|A0A6G8MZ99_9VIRU Serine/Threonine-protein kinase with PBP type 2 domain OS=Cedratvirus kamchatka OX=2716914 GN=ck314 PE=4 SV=1,33.3,207,123,8,918,1520,785,982,7.94e-15,87.0
NODE_92_length_3950_cov_66.840083_g20_i5,tr|A0A2R8FF19|A0A2R8FF19_9VIRU Serine/Threonine-protein kinase OS=Brazilian cedratvirus IHUMI OX=2126980 GN=BRZCDTV_413 PE=4 SV=1,30.6,281,163,11,918,1742,782,1036,7.95e-15,87.0
NODE_99_length_3893_cov_4.802880_g64_i0,tr|A0A6B9KLA8|A0A6B9KLA8_9VIRU Gag-Pol polyprotein OS=Atrato Retro-like virus OX=2689360 PE=4 SV=1,29.6,615,379,17,1906,143,338,925,3.08e-64,246
NODE_99_length_3893_cov_4.802880_g64_i0,tr|A0A6B9KNE3|A0A6B9KNE3_9VIRU Gag-Pol polyprotein OS=Atrato Retro-like virus OX=2689360 PE=4 SV=1,29.9,615,377,17,1906,143,338,925,2.89e-63,243
NODE_99_length_3893_cov_4.802880_g64_i0,tr|Q2VF30|Q2VF30_9RETR Polyprotein OS=Atlantic salmon swim bladder sarcoma virus OX=348296 PE=4 SV=1,30.3,165,101,5,1414,926,1830,1982,3.04e-06,58.9
NODE_99_length_3893_cov_4.802880_g64_i0,tr|A0AAE9IIT0|A0AAE9IIT0_9VIRU Replicase OS=Halyomorpha halys erranti-like virus 1 OX=2950329 PE=4 SV=1,25.0,188,123,7,1414,857,857,1028,1.21e-04,53.5
